総覧ID,総覧抄録ID,遺跡名,遺跡名かな,本内順位,遺跡所在地,所在地2,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間|調査期間,調査期間1,調査期間2,調査面積|調査面積,調査面積2,調査原因
48167,92158,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町2-18-1,04府中町,139.482635,35.674839,とうきょうとふちゅうしふちゅうちょう,13206,2,354029,1392856,,,19780615-19781120,1978,,1576,1576,住宅建築
48167,92159,武蔵国府関連遺跡,むさしこくふかんれんいせき,2,東京都府中市寿町2-3-10,05寿町,139.475876,35.673176,とうきょうとふちゅうしことぶきちょう,13206,2,354023,1392833,,,19790201-19790314,1979,,217,217,住宅建築
48167,92160,武蔵国府関連遺跡,むさしこくふかんれんいせき,3,東京都府中市寿町2-3-9,05寿町,139.475876,35.673176,とうきょうとふちゅうしことぶきちょう,13206,2,354023,1392832,,,19780811-197810.21,1978,,227,227,ビル建設
48167,92161,武蔵国府関連遺跡,むさしこくふかんれんいせき,4,東京都府中市府中町1-25-4,04府中町,139.479599,35.675179,とうきょうとふちゅうしふちゅうちょう,13206,2,354030,1392846,,,19780830-19781206,1978,,188,188,ビル建設
48168,92162,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町1-1-5,04府中町,139.479797,35.672947,とうきょうとふちゅうしふちゅうちょう,13206,2,354022,1392848,,,19781223-19790331,1978,,828,828,ビル建設
48169,92163,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市白糸台3-5,16白糸台,139.514771,35.665546,とうきょうとふちゅうししらいとだい,13206,2,353956,1393054,,,19751210-19780327,1975,,9620,9620,道路建設
48170,92164,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市府中町1-1-4,04府中町,139.479797,35.672947,とうきょうとふちゅうしふちゅうちょう,13206,2,354022,1392847,,,19781011-19790331,1978,,534,534,ビル建設
48171,92165,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市寿町1-4,05寿町,139.478561,35.673393,とうきょうとふちゅしことぶきちょう,13206,2,354024,1392843,,,19761210-19761221,1976,,135,135,医院建設
48171,92166,武蔵国府関連遺跡,むさしこくふかんれんいせき,2,東京都府中市寿町1-6,05寿町,139.478607,35.674236,とうきょうとふちゅうしことぶきちょう,13206,2,354025,1392843,,,19761012-19761122,1976,,538,538,住宅建築
48171,92167,武蔵国府関連遺跡,むさしこくふかんれんいせき,3,東京都府中市宮町3-1,01宮町,139.479401,35.669147,とうきょうとふちゅうしみやまち,13206,2,354005,1392846,,,19760530-19760715,1976,,428,428,神社建物建設
48171,92168,武蔵国府関連遺跡,むさしこくふかんれんいせき,4,東京都府中市宮町1-2,01宮町,139.479477,35.671562,とうきょうとふちゅうしみやまち,13206,2,354018,1392845,,,19760914-19760923,1976,,71,71,店舗建設
48171,92169,武蔵国府関連遺跡,むさしこくふかんれんいせき,5,東京都府中市宮町1-2,01宮町,139.479477,35.671562,とうきょうとふちゅうしみやまち,13206,2,354016,1392845,,,19760626-19760709,1976,,210,210,ビル建設
48171,92170,武蔵国府関連遺跡,むさしこくふかんれんいせき,6,東京都府中市宮町1-6,01宮町,139.481461,35.67123,とうきょうとふちゅうしみやまち,13206,2,354016,1392850,,,19760811-19760827,1976,,125,125,ビル建設
48171,92171,武蔵国府関連遺跡,むさしこくふかんれんいせき,7,東京都府中市宮町1-2,01宮町,139.479477,35.671562,とうきょうとふちゅしみやまち,13206,2,354017,1392846,,,19761214-19770105,1976,,151,151,ビル建設
48171,92172,武蔵国府関連遺跡,むさしこくふかんれんいせき,8,東京都府中市片町2-56,08片町,139.471237,35.66972,とうきょうとふちゅうしかたまち,13206,2,354010,1392817,,,19760628-19760816,1976,,683,683,保育園建築
48172,92173,武蔵国府関連遺跡　ビラ奥島1地区　M36第2次,むさしこくふかんれんいせき,1,東京都府中市寿町3-4-10,05寿町,139.474701,35.673553,とうきょうとふちゅうしことぶきちょう,13206,2,354025,1392829,,,19790518-19790531,1979,,80,80,住宅建築
48172,92174,武蔵国府関連遺跡　松村ビル地区　M46第1次・M47第1次,むさしこくふかんれんいせき,10,東京都府中市宮西町3-7-5,02宮西町,139.475479,35.672153,とうきょうとふちゅうしみやにしちょう,13206,2,354020,1392831,,,19790403-19790417,1979,,241,241,ビル建設
48172,92175,武蔵国府関連遺跡　小坂ビル地区　M60第3次,むさしこくふかんれんいせき,11,東京都府中市宮町1-20-15,01宮町,139.4814,35.671452,とうきょうとふちゅうしみやまち,13206,2,354015,1392853,,,19790413-19790531,1979,,155,155,ビル建設
48172,92176,武蔵国府関連遺跡　サンアート・ビル地区　P91第1次・P92第1次,むさしこくふかんれんいせき,12,東京都府中市白糸台3-13-8,16白糸台,139.516617,35.664818,とうきょうとふちゅうししらいとだい,13206,2,353957,1393103,,,19790518-19790710,1979,,200,200,ビル建設
48172,92177,武蔵国府関連遺跡　芝崎ビル地区　M52第2次,むさしこくふかんれんいせき,13,東京都府中市美好町3-3-7,09美好町,139.468445,35.670872,とうきょうとふちゅうしみよしちょう,13206,2,354014,1392806,,,19790524-19790703,1979,,177,177,ビル建設
48172,92178,武蔵国府関連遺跡　（仮称）小杉ビル地区　V8第3次・V9第2次,むさしこくふかんれんいせき,14,東京都府中市白糸台5-21-2,16白糸台,139.512299,35.663448,とうきょうとふちゅうししらいとだい,13206,2,353949,1393044,,,19790623-19790728,1979,,228,228,ビル建設
48172,92179,武蔵国府関連遺跡　槇ヶ垰ビル地区　N43第2次,むさしこくふかんれんいせき,15,東京都府中市緑町1-12-10,07緑町,139.485672,35.672012,とうきょうとふちゅうしみどりちょう,13206,2,354018,1392910,,,19790626-19790809,1979,,98,98,ビル建設
48172,92180,武蔵国府関連遺跡　個人住宅地区・日建ビル第1次地区　N41第2次・N42第1次・N41第2次,むさしこくふかんれんいせき,16,東京都府中市緑町1-8043,07緑町,139.484406,35.671532,とうきょうとふちゅうしみどりちょう,13206,2,354020,1392900,,,19790711-19800110,1979,,581,581,ビル建設
48172,92181,武蔵国府関連遺跡　M38第7次・M39第9次,むさしこくふかんれんいせき,17,東京都府中市寿町1-1-11,05寿町,139.478882,35.672867,とうきょうとふちゅうしことぶきちょう,13206,2,354023,1392843,,,19790831-19791119,1979,,233,233,ビル建設
48172,92182,武蔵国府関連遺跡　フジシマビル地区　N43第4次,むさしこくふかんれんいせき,18,東京都府中市緑町1-15-3,07緑町,139.485565,35.672543,とうきょうとふちゅうしみどりちょう,13206,2,354020,1392908,,,19791002-19791121,1979,,247,247,ビル建設
48172,92183,武蔵国府関連遺跡　　梅沢ビル地区　M35第1次,むさしこくふかんれんいせき,19,東京都府中市美好町1-1-8,09美好町,139.473343,35.673,とうきょうとふちゅうしみよしちょう,13206,2,354022,1392824,,,19791116-19791207,1979,,89,89,ビル建設
48172,92184,武蔵国府関連遺跡　個人住宅地区　N22第1次,むさしこくふかんれんいせき,2,東京都府中市府中町3-1-6,04府中町,139.484787,35.674278,とうきょうとふちゅうしふちゅうちょう,13206,2,354028,1392906,,,19790628-19790721,1979,,120,120,住宅建築
48172,92185,武蔵国府関連遺跡　サンドラッグ府中社員寮地区　N43第3次,むさしこくふかんれんいせき,20,東京都府中市緑町1-16-4,07緑町,139.48616,35.672375,とうきょうとふちゅうしみどりちょう,13206,2,354020,1392910,,,19790709-19790801,1979,,426,426,寮建設
48172,92186,武蔵国府関連遺跡　個人住宅地区　M38第6次,むさしこくふかんれんいせき,3,東京都府中市寿町2-1-12,05寿町,139.477493,35.673065,とうきょうとふちゅうしことぶきちょう,13206,2,354022,1392837,,,19790827-19790914,1979,,128,128,住宅建築
48172,92187,武蔵国府関連遺跡　個人住宅地区　M52第3次,むさしこくふかんれんいせき,4,東京都府中市美好町3-3-2,09美好町,139.468445,35.670872,とうきょうとふちゅうしみよしちょう,13206,2,354016,1392807,,,19790903-19791010,1979,,107,107,住宅建築
48172,92188,武蔵国府関連遺跡　チェリーマンション地区　M29第3次,むさしこくふかんれんいせき,5,東京都府中市寿町1-9-1,05寿町,139.478775,35.675442,とうきょうとふちゅうしことぶきちょう,13206,2,354031,1392843,,,19791005-19791110,1979,,131,131,住宅建築
48172,92189,武蔵国府関連遺跡　個人住宅地区　M51第1次・M52第4次,むさしこくふかんれんいせき,6,東京都府中市美好町3-7-22,09美好町,139.467407,35.671139,とうきょうとふちゅうしみよしちょう,13206,2,354015,1392802,,,19791113-19791210,1979,,65,65,住宅建築
48172,92190,武蔵国府関連遺跡　個人住宅地区　M19第1次・M20第1次,むさしこくふかんれんいせき,7,東京都府中市府中町1-34-3,04府中町,139.480255,35.676502,とうきょうとふちゅうしふちゅうちょう,13206,2,354035,1392849,,,19800204-19800221,1980,,257,257,住宅建築
48172,92191,武蔵国府関連遺跡　個人住宅地区　M53第2次,むさしこくふかんれんいせき,8,東京都府中市片町1-19-2,08片町,139.46991,35.670982,とうきょうとふちゅうしかたまち,13206,2,354016,1392812,,,19800310-19800320,1980,,62,62,住宅建築
48172,92192,武蔵国府関連遺跡　加藤酒店地区　V8第4次・V9第3次,むさしこくふかんれんいせき,9,東京都府中市白糸台4-13-110,16白糸台,139.51178,35.664516,とうきょうとふちゅうししらいとだい,13206,2,353950,1393043,,,19790903-19791002,1979,,233,233,店舗建設
48175,92195,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市若松町2-3-2/-3,13若松町,139.498352,35.670654,とうきょうとふちゅうしわかまつちょう,13206,2,354014,1392950,,,20150516-20150520,2015,,210,210,店舗建設
48178,92198,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市緑町1-17-1,07緑町,139.487213,35.672081,とうきょうとふちゅうしみどりちょう,13206,2,354021,1392912,,,20150728-20150731,2015,,102,102,店舗兼集合住宅新築
48180,92200,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市日吉町1-1,14日吉町,139.485443,35.663509,とうきょうとふちゅうしひよしちょう,13206,2,353957,1392923,,,20141208-20150417,2014,,858,858,競馬場整備
48181,92202,武蔵国府関連遺跡　第1617次,むさしこくふかんれんいせき,10,東京都府中市片町2-22-31,08片町,139.470016,35.668934,とうきょうとふちゅうしかたまち,13206,2,354008,1392809,,,20121210-20130121,2012,,232,232,
48181,92203,武蔵国府関連遺跡　第1595次,むさしこくふかんれんいせき,11,東京都府中市宮町1-35-2/36-3/-4,01宮町,139.483337,35.670673,とうきょうとふちゅうしみやまち,13206,2,354013,1392859,,,20120508-20120628,2012,,140,140,住宅建築
48181,92204,武蔵国府関連遺跡　第1596次,むさしこくふかんれんいせき,12,東京都府中市八幡町2-15-6,06八幡町,139.487717,35.667786,とうきょうとふちゅうしはちまんちょう,13206,2,354005,1392915,,,20120517-20120525,2012,,10,10,住宅建築
48181,92205,武蔵国府関連遺跡　第1597次,むさしこくふかんれんいせき,13,東京都府中市白糸台4-25-9,16白糸台,139.509018,35.66346,とうきょうとふちゅうししらいとだい,13206,2,353948,1393031,,,20120518-20120531,2012,,34,34,住宅建築
48181,92206,武蔵国府関連遺跡　第1600次,むさしこくふかんれんいせき,14,東京都府中市宮西町3-13-2/-7,02宮西町,139.474335,35.671619,とうきょうとふちゅうしみやにしちょう,13206,2,354018,1392828,,,20120528-20120629,2012,,144,144,住宅建築
48181,92207,武蔵国府関連遺跡　第1601次,むさしこくふかんれんいせき,15,東京都府中市宮町2-22-3,01宮町,139.481735,35.668655,とうきょうとふちゅうしみやまち,13206,2,354006,1392828,,,20120607-20120712,2012,,236,236,住宅建築
48181,92208,武蔵国府関連遺跡　第1602次,むさしこくふかんれんいせき,16,東京都府中市宮西町3-16-1,02宮西町,139.474274,35.671185,とうきょうとふちゅうしみやにしちょう,13206,2,354016,1392828,,,20120619-20120928,2012,,542,542,住宅建築
48181,92209,武蔵国府関連遺跡　第1604次,むさしこくふかんれんいせき,17,東京都府中市八幡町1-3-1,06八幡町,139.484329,35.670811,とうきょうとふちゅうしはちまんちょう,13206,2,354015,1392902,,,20120702-20120809,2012,,161,161,住宅建築
48181,92210,武蔵国府関連遺跡　第1605次,むさしこくふかんれんいせき,18,東京都府中市美好町3-8-4/-5/10-24,09美好町,139.46669,35.670364,とうきょうとふちゅうしみよしちょう,13206,2,354013,1392801,,,20120703-20120705,2012,,11,11,住宅建築
