総覧ID,総覧抄録ID,種別,時代,主な遺構,住居,掘立,井戸,道路,主な遺物,特記事項,遺跡名,遺跡名かな,本内順位,遺跡所在地,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間,調査面積,調査面積2,調査原因
48109,90855,集落|官衙,古代(細分不明),竪穴建物4|掘立柱建物2|柵2|溝3|土坑5,4,2,,,土師器（杯）|須恵器（杯|皿）|墨書須恵器（椀）|灰釉陶器（耳皿）,,武蔵国府関連遺跡　HOTEL松本屋1725地区　第1490次,むさしこくふかんれにせき　ほてるまつもとやせんななひゃくにじゅうごちく,3,東京都府中市宮西町2-4-1ほか,139.478546,35.670185,とうきょとふちゅうしみやにしちょうにのよんのいちほか,13206,2,,,354012,1392842,20100318-20100510,296.9,296.9,
48109,90856,集落|官衙,古代(細分不明),溝1|土坑4|埋没谷1,,,,,土師器|須恵器（杯|蓋|瓶）|銭貨,,武蔵国府関連遺跡　IVC府中地区　第1512次,むさしこくふかんれんいせき　あいびーしーふちゅうちく,23,東京都府中市美好町3-22-17ほか,139.463303,35.67128,とうきょうとふちゅうしみよしちょう,13206,2,,,354017,1392748,20100826-20101013,142.7,142.7,
47673,90857,集落|官衙,古代(細分不明),井戸1|土坑6,,,1,,常滑焼（甕|擂鉢）|瀬戸（菊皿）|青磁|須恵器|土師質土器|板碑,,武蔵国府関連遺跡　IVY地区　第1024次,むさしこくふかんれんいせき,16,東京都府中市若松町1-5-51,139.4975332,35.66849475,とうきょうとふちゅうし,13206,2,,,,,19980807-19981020,177,177,建物新築
47672,90858,集落|官衙,古代(細分不明),井戸1|溝3|土坑40,,,1,,,,武蔵国府関連遺跡　IVY地区　第215次,むさしこくふかんれんいせき,5,東京都府中市若松町1-5-51,139.4975332,35.66849475,とうきょうとふちゅうし,13206,2,,,,,19830620-19830801,50.1,50.1,建物新築
47680,90859,集落|官衙,古代(細分不明),溝1|土坑4,,,,,,,武蔵国府関連遺跡　K.Mマンション地区　第1050次,むさしこくふかんれんいせき,21,東京都府中市白糸台3-52-6,139.513809,35.665001,とうきょうとふちゅうし,13206,2,,,,,19990408-19990615,380,380,建物新築
47687,90860,集落|官衙,古代(細分不明),竪穴建物1|土坑3,1,,,,土師器（杯|甕）|須恵器（杯|椀|盤|短頚壺ほか）|土錘|瓦|鉄釘|石皿|動物遺存体（ウマ（歯））,,武蔵国府関連遺跡　KSビル地区　第905次,むさしこくふかんれんいせき,21,東京都府中市八幡町2-21-2,139.487885,35.669975,とうきょうとふちゅうしはちまんちょう,13206,2,,,354001,1392922,19960704-19960906,88.4,88.4,ビル
47687,90861,集落|官衙,古代(細分不明),竪穴建物57|掘立柱建物2|柵4|道路1|溝6|土坑33,57,2,,1,土師器（盤状杯ほか）|須恵器（杯ほか）|墨書土器（仁|太|枉カ）|銅製カコ|軒丸瓦|軒平瓦,,武蔵国府関連遺跡　L.M府中いちょう通り地区　第928次,むさしこくふかんれんいせき,40,東京都府中市府中町2-14-3,139.484039,35.673782,とうきょうとふちゅうしふちゅうちょう,13206,2,,,354014,1392914,19961028-19970204,528.5,528.5,集合住宅
47694,90862,集落|官衙,古代(細分不明),竪穴建物7|掘立柱建物1|土坑4,7,1,,,須恵器（杯|甕）|土師質土器（椀）|灰釉陶器（皿）|丸瓦（押印　下）,,武蔵国府関連遺跡　M242地区　第701次,むさしこくふかんれんいせき　えむによんに,19,東京都府中市西府町3-17-4,139.457825,35.678719,とうきょうとふちゅうしにしふちょう,13206,2,,,354041,1392729,19921006-19921117,466.3,466.3,集合住宅建設
48172,90863,集落|官衙,古代(細分不明),溝1|土坑3,,,,,銭貨（天禧通寳　天佑通宝　天啓通宝　天定通宝　永楽通宝　天興通宝）,種別：集落　官衙　宿場,武蔵国府関連遺跡　M38第7次・M39第9次,むさしこくふかんれんいせき,17,東京都府中市寿町1-1-11,139.478882,35.672867,とうきょうとふちゅうしことぶきちょう,13206,2,354023,1392843,,,19790831-19791119,233,233,ビル建設
47685,90864,集落|官衙,古代(細分不明),溝1|土坑1,,,,,,,武蔵国府関連遺跡　MODULATION DAIICHI地区　第353次,むさしこくふかんれんいせき,12,東京都府中市宮町1-21-1,139.482117,35.671223,とうきょうとふちゅうし,13206,2,,,,,19870220-19870224,23.1,23.1,建物新築等
47694,90865,集落|官衙,古代(細分不明),竪穴建物1|井戸5|溝3,1,,1,,須恵器（杯）|灰釉陶器（瓶）|瓦|磚,,武蔵国府関連遺跡　NEC府中武蔵野寮地区　第665次,むさしこくふかんれんいせき　えぬいいしいふちゅうむさしのりょう,50,東京都府中市緑町1-6-2,139.48555,35.671471,とうきょうとふちゅうしみどりちょう,13206,2,,,354015,1392908,19920226-19920516,447.7,447.7,集合住宅建設
48109,90866,集落|官衙,古代(細分不明),その他の遺構3,,,,,須恵器（椀）|瓦|近世陶器,,武蔵国府関連遺跡　Nisshin PALACESTAGE　府中西地区　第1533.T次,むさしこくふかんれんいせき　にっしん ぱれすすてーじ　ふちゅうにしちく,43,東京都府中市本宿町2-14-17/2-14-18,139.459976,35.677513,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354021,1392738,20110201-20110218,226.5,226.5,
47679,90867,集落|官衙,古代(細分不明),道路1|土坑1,,,,1,,,武蔵国府関連遺跡　NTT武蔵府中営業所地下タンク貯蔵所地区　第968次,むさしこくふかんれんいせき,21,東京都府中市八幡町1-1,139.484406,35.6712,とうきょうとふちゅうし,13206,2,,,,,199970709-19970806,13.5,13.5,建物新築
47678,90868,集落|官衙,古代(細分不明),溝1|土坑1,,,,,,,武蔵国府関連遺跡　Park Avenue　八沢地区　第241次,むさしこくふかんれんいせき,7,東京都府中市美好町1-37-2,139.467575,35.672688,とうきょうとふちゅうし,13206,2,,,,,19840521-19840607,79.8,79.8,建物新築
47710,90869,集落|官衙,古代(細分不明),土坑25,,,,,,,武蔵国府関連遺跡　park　N地区　第1416次,むさしこくふかんれんいせき,14,東京都府中市八幡町1-4-7,139.48407,35.670334,とうきょうとふちゅうしはちまんちょう,13206,2,,,354012.59,1392901.49,20080430-20080613,118.8,118.8,
47686,90870,集落|官衙,古代(細分不明),掘立柱建物1|柵1,,1,,,須恵器（杯）,,武蔵国府関連遺跡　PARK府中本町地区　第841次,むさしこくふかんれんいせき,50,東京都府中市本町1-9-23,139.477097,35.667721,とうきょうとふちゅうしほんまち,13206,2,,,353953,1392848,19950519-19950620,47.8,47.8,集合住宅
47685,90872,集落|官衙,古代(細分不明),土坑1,,,,,,,武蔵国府関連遺跡　SANSQUARE地区　第329次,むさしこくふかんれんいせき,14,東京都府中市宮町1-34-1,139.483322,35.670994,とうきょうとふちゅうし,13206,2,,,,,19860714-19860816,465.8,465.8,建物新築等
47687,90873,集落|官衙,古代(細分不明),その他の遺構2,,,,,土師器|須恵器（蓋）,,武蔵国府関連遺跡　SAWAハイツ地区　第920次,むさしこくふかんれんいせき,30,東京都府中市美好町2-1-2,139.467529,35.673206,とうきょうとふちゅうしみよしちょう,13206,2,,,354012,1392814,19961007-19961202,203.7,203.7,集合住宅
47672,90874,集落|官衙,古代(細分不明),竪穴建物1|掘立柱建物3|溝1|土坑6,1,3,,,墨書須恵器（杯）,,武蔵国府関連遺跡　SRビル地区　第227次,むさしこくふかんれんいせき,20,東京都府中市府中町1-6-6,139.481323,35.672344,とうきょうとふちゅうし,13206,2,,,,,19831115-19831213,69.6,69.6,建物新築
48109,90876,集落|官衙,古代(細分不明),竪穴建物1|土坑2,1,,,,土師器（杯|甕）|須恵器（蓋）|銅カ丸鞆|刀子|ハバキ|鉄滓|銅板,,武蔵国府関連遺跡　Villa Felicia地区　第1516次,むさしこくふかんれんいせき　 ぃらふぇりしあちく,27,東京都府中市片町1-17-1ほか,139.47081,35.670925,とうきょうとふちゅうしかたまちいちのじゅうななのいちほか,13206,2,,,354016,1392814,20100908-20101221,283.5,283.5,
48036,90877,集落|官衙,古代(細分不明),竪穴建物2,2,,,,土師器（盤|杯）|須恵器（杯|蓋）|須恵器（盤　線刻）|石製紡錘車|鉄製品（刀子|鎌|釘）,,武蔵国府関連遺跡　VIVACE　なみき地区　第1446次,むさしこくふかんれんいせき　びぃばぁーちぇ　なみきちく,4,東京都府中市府中町1-14-7,139.479523,35.673698,とうきょうとふちゅうしふちゅうちょういちのじゅうよんのなな,13206,2,,,354025,1392846,20090430-20090604,129.9,129.9,
47685,90878,集落|官衙,古代(細分不明),竪穴建物2|土坑3,2,,,,土師器（杯|甕）|須恵器（杯|甕|瓶）|土師質土器（漆付着）|打製石斧,,武蔵国府関連遺跡　アーサー8地区　第307次,むさしこくふかんれんいせき,29,東京都府中市美好町1-40-1,139.468536,35.671608,とうきょうとふちゅうし,13206,2,,,,,19860418-19860527,87.5,87.5,建物新築等
47695,90879,集落|官衙,古代(細分不明),土坑1,,,,,土師器（甕）,,武蔵国府関連遺跡　アーバネスト府中地区　第741次,むさしこくふかんれんいせき　あーばねすとふちゅう,19,東京都府中市八幡町1-11-3,139.484848,35.669621,とうきょうとふちゅうしはちまんちょう,13206,2,,,354009,1392905,19930525-19930830,239.7,239.7,集合住宅建設
47685,90881,集落|官衙,古代(細分不明),溝1|土坑3,,,,,灰釉陶器（椀）,,武蔵国府関連遺跡　アーバンハイムIII地区　第334次,むさしこくふかんれんいせき,24,東京都府中市八幡町2-23-17,139.488174,35.670467,とうきょうとふちゅうし,13206,2,,,,,19860825-19861202,397.8,397.8,建物新築等
47672,90882,集落|官衙,古代(細分不明),竪穴建物2|掘立柱建物1|柵2|土坑1,2,1,,,土師器（甕）|須恵器（杯|椀|皿ほか）|ロクロ土師器|土師質土器|灰釉陶器（椀|瓶）|緑釉陶器|平瓦|陶器|青磁|磁器ほか,,武蔵国府関連遺跡　アーバンハウス地区　第203次,むさしこくふかんれんいせき,17,東京都府中市府中町1-27-4,139.481308,35.67532,とうきょうとふちゅうし,13206,2,,,,,19830312-19830421,77.7,77.7,建物新築
47679,90883,集落|官衙,古代(細分不明),竪穴建物3|土坑3,3,,,,須恵器（杯）|緑釉陶器（稜椀）|灰釉陶器|鉄製紡錘車|刀子|土錘（188）,,武蔵国府関連遺跡　アクア・ハウス地区　第994.T次,むさしこくふかんれんいせき,13,東京都府中市清水が丘2-12-3,139.495544,35.666668,とうきょうとふちゅうし,13206,2,,,,,19980204-19980206,51,51,建物新築
47695,90884,集落|官衙,古代(細分不明),道路1|溝5|土坑9,,,,1,土師器（甕）|須恵器（杯|椀|甕）|緑釉陶器（椀）,,武蔵国府関連遺跡　アドリーム分倍河原地区　第755次,むさしこくふかんれんいせき　あどりーむぶばいがわら,34,東京都府中市分梅町1-14-9,139.465149,35.667423,とうきょうとふちゅうしぶばいちょう,13206,2,,,354001,1392755,19930916-19940202,1705.6,1705.6,集合住宅建設
47695,90889,集落|官衙,古代(細分不明),溝3,,,,,土師器（丹塗り杯|甕）|須恵器（杯|蓋|甕）,,武蔵国府関連遺跡　アビエス府中地区　第762次,むさしこくふかんれんいせき　あびえすふちゅう,21,東京都府中市八幡町2-24-1,139.489212,35.670364,とうきょうとふちゅうしはちまんちょう,13206,2,,,354011,1392920,19931027-19940225,539.7,539.7,集合住宅建設
47686,90890,集落|官衙,古代(細分不明),竪穴建物10|土坑6,10,,,,土師器（杯|甕）|須恵器（杯|鉢）|墨書土器,,武蔵国府関連遺跡　アベニール桑田地区　第820次,むさしこくふかんれんいせき,41,東京都府中市片町1-15-4,139.471832,35.670803,とうきょうとふちゅうしかたまち,13206,2,,,354015,1392812,19950111-19950510,420.3,420.3,共同住宅
47694,90891,集落|官衙,古代(細分不明),竪穴建物2|掘立柱建物3＋土坑1,2,3,,,土師器（杯）|須恵器（杯|蓋他）|灰釉陶器（瓶）|打製石斧,,武蔵国府関連遺跡　アルテール府中地区　第692次,むさしこくふかんれんいせき　あるてーるふちゅう,48,東京都府中市本町1-12-5,139.478119,35.667206,とうきょうとふちゅうしほんまち,13206,2,,,354000,1392841,19920804-19920914,105.5,105.5,集合住宅建設
47695,90892,集落|官衙,古代(細分不明),竪穴建物2|柵2|溝11|土坑50,2,,,,須恵器（杯）|土師質土器（杯）|鉄製品（釘）|銅製品|銭貨（寛永通宝）,,武蔵国府関連遺跡　アルテール府中地区　第728次,むさしこくふかんれんいせき　あるてーるふちゅう,41,東京都府中市本町1-12-5,139.478119,35.667206,とうきょうとふちゅうしほんまち,13206,2,,,354000,1392841,19930326-19930410,121.7,121.7,集合住宅建設
62553,90894,集落|官衙,古代(細分不明),溝2|土坑9,,,,,土師質土器（杯）|板碑|銭貨（元祐通宝）|陶器（皿）,,武蔵国府関連遺跡　アンタレス府中新築工事地区　第1722次,むさしこくふかんれん遺跡,,東京都府中市府中町2-9-5他,139.48259,35.673424,とうきょうとふちゅうしふちゅうちょう2-9-5ほか,13206,2,354024,1392858,,,20151217-20160213,680,680,共同住宅建設
47686,90897,集落|官衙,古代(細分不明),竪穴建物2|掘立柱建物2|溝1|土坑1,2,2,,,土師器墨書（寺|井か）|土師器（杯|甕）|須恵器（杯|甕）|土錘,,武蔵国府関連遺跡　イタリアンレストランモナムール地区　第829次,むさしこくふかんれんいせき,10,東京都府中市宮町2-1-1,139.480026,35.669746,とうきょうとふちゅうしみやまち,13206,2,,,354000,1392859,19950223-19950420,160.6,160.6,店舗
47673,90898,集落|官衙,古代(細分不明),溝1|土坑2,,,,,土師器|須恵器|中世陶器|石鏃,,武蔵国府関連遺跡　ヴァンヴェール府中地区　第996次,むさしこくふかんれんいせき,39,東京都府中市片町1-3,139.472153,35.672089,とうきょうとふちゅうし,13206,2,,,,,19980213-19980417,484.5,484.5,建物新築
47695,90899,集落|官衙,古代(細分不明),溝1|土坑10,,,,,,,武蔵国府関連遺跡　ウィルアトラス地区　第735次,むさしこくふかんれんいせき　うぃるあとらす,14,東京都府中市若松町2-6-37,139.496155,35.671078,とうきょうとふちゅうしわかまつちょう,13206,2,,,354017,1392946,19930421-19930602,318.4,318.4,集合住宅建設
47680,90900,集落|官衙,古代(細分不明),土坑4,,,,,,,武蔵国府関連遺跡　ウインズI地区　第1077次,むさしこくふかんれんいせき,11,東京都府中市若松町1-6-32,139.497253,35.669777,とうきょうとふちゅうし,13206,2,,,,,19991025-19991203,133.7,133.7,建物新築
